Image,Confidence Animal,Confidence Behavior,Confidence Place,Confidence Time
cow_crea_loriaz1900_2018-09-23_18-43-59_r5_crop0.jpg,"[np.float32(0.13278875), np.float32(0.1762389), np.float32(0.1492579)]","[np.float32(0.18576111), np.float32(0.11847837), np.float32(0.16103894)]","[np.float32(0.14217901), np.float32(0.18421924), np.float32(0.15466635)]","[np.float32(0.18870443), np.float32(0.12832)]"
cow_crea_loriaz1900_2018-09-24_07-35-36_r4_crop0.jpg,"[np.float32(0.18542838), np.float32(0.22008902), np.float32(0.18615843)]","[np.float32(0.21514201), np.float32(0.19369638), np.float32(0.2193602)]","[np.float32(0.18345562), np.float32(0.21896791), np.float32(0.18258192)]","[np.float32(0.20883378), np.float32(0.19427149)]"
cow_crea_loriaz1900_2018-09-24_07-35-37_r6_crop0.jpg,"[np.float32(0.20578995), np.float32(0.23678912), np.float32(0.20702696)]","[np.float32(0.2330864), np.float32(0.21673697), np.float32(0.23820674)]","[np.float32(0.20308019), np.float32(0.23611204), np.float32(0.19855559)]","[np.float32(0.22200899), np.float32(0.21509115)]"
cow_crea_loriaz1900_2018-09-24_07-37-48_r15_crop0.jpg,"[np.float32(0.19668534), np.float32(0.21189484), np.float32(0.20586248)]","[np.float32(0.21791217), np.float32(0.19353144), np.float32(0.20421755)]","[np.float32(0.19597822), np.float32(0.2115263), np.float32(0.20084563)]","[np.float32(0.21337032), np.float32(0.19191739)]"
cow_crea_loriaz1900_2019-08-09_18-00-33_r10_crop0.jpg,"[np.float32(0.2094), np.float32(0.2199411), np.float32(0.19514519)]","[np.float32(0.20597674), np.float32(0.21744117), np.float32(0.22081299)]","[np.float32(0.19879267), np.float32(0.21092656), np.float32(0.18457823)]","[np.float32(0.19409844), np.float32(0.20995164)]"
cow_crea_loriaz1900_2019-08-09_18-00-40_r15_crop1.jpg,"[np.float32(0.22048678), np.float32(0.23391366), np.float32(0.22478339)]","[np.float32(0.23986943), np.float32(0.22384784), np.float32(0.23571008)]","[np.float32(0.2179845), np.float32(0.23314865), np.float32(0.21828517)]","[np.float32(0.23267229), np.float32(0.22358425)]"
cow_crea_loriaz1900_2019-08-09_18-54-38_r15_crop2.jpg,"[np.float32(0.18710943), np.float32(0.19284664), np.float32(0.1900058)]","[np.float32(0.19553931), np.float32(0.18824163), np.float32(0.19057582)]","[np.float32(0.18499298), np.float32(0.19276115), np.float32(0.18729368)]","[np.float32(0.1932403), np.float32(0.1878128)]"
cow_crea_loriaz1900_2019-08-20_18-07-51_r25_crop0.jpg,"[np.float32(0.20085034), np.float32(0.20866267), np.float32(0.19816574)]","[np.float32(0.20468625), np.float32(0.20800471), np.float32(0.21157596)]","[np.float32(0.19117719), np.float32(0.19848531), np.float32(0.18815508)]","[np.float32(0.19232696), np.float32(0.20044741)]"
cow_crea_loriaz1900_2019-09-01_17-45-44_r9_crop3.jpg,"[np.float32(0.17948836), np.float32(0.19664755), np.float32(0.17831555)]","[np.float32(0.19725412), np.float32(0.18073162), np.float32(0.1983695)]","[np.float32(0.18283321), np.float32(0.19998449), np.float32(0.18585056)]","[np.float32(0.20368415), np.float32(0.18439074)]"
cow_crea_loriaz1900_2019-09-01_17-46-05_r4_crop0.jpg,"[np.float32(0.22067466), np.float32(0.22165237), np.float32(0.22078134)]","[np.float32(0.2201198), np.float32(0.22039163), np.float32(0.21393877)]","[np.float32(0.21090665), np.float32(0.21631037), np.float32(0.20829216)]","[np.float32(0.21004929), np.float32(0.21060586)]"
cow_crea_loriaz1900_2019-09-01_17-46-44_r26_crop2.jpg,"[np.float32(0.21809395), np.float32(0.22400495), np.float32(0.21594232)]","[np.float32(0.2221863), np.float32(0.21821645), np.float32(0.22194383)]","[np.float32(0.20997928), np.float32(0.218221), np.float32(0.204698)]","[np.float32(0.20943749), np.float32(0.21112499)]"
cow_crea_loriaz1900_2019-09-04_17-13-49_r10_crop1.jpg,"[np.float32(0.2145747), np.float32(0.23586209), np.float32(0.21059573)]","[np.float32(0.23837171), np.float32(0.21533516), np.float32(0.23869489)]","[np.float32(0.19896682), np.float32(0.22213471), np.float32(0.19508646)]","[np.float32(0.21666552), np.float32(0.20344979)]"
cow_crea_loriaz1900_2019-09-04_17-15-28_r6_crop0.jpg,"[np.float32(0.21487133), np.float32(0.2290297), np.float32(0.2058053)]","[np.float32(0.22310787), np.float32(0.20974682), np.float32(0.2250637)]","[np.float32(0.20756237), np.float32(0.21938664), np.float32(0.20145798)]","[np.float32(0.21339318), np.float32(0.20809779)]"
cow_crea_loriaz1900_2019-09-08_16-14-33_r3_crop0.jpg,"[np.float32(0.25355142), np.float32(0.2567488), np.float32(0.23903209)]","[np.float32(0.24206036), np.float32(0.2472921), np.float32(0.2470868)]","[np.float32(0.24402295), np.float32(0.2507833), np.float32(0.23070335)]","[np.float32(0.23440737), np.float32(0.24035385)]"
cow_crea_loriaz2100Ouest_2018-09-07_17-35-59_r14_crop0.jpg,"[np.float32(0.23801968), np.float32(0.2465587), np.float32(0.23625082)]","[np.float32(0.24454705), np.float32(0.22957051), np.float32(0.239751)]","[np.float32(0.22974513), np.float32(0.23986301), np.float32(0.22668795)]","[np.float32(0.23690787), np.float32(0.22491682)]"
cow_crea_loriaz2100Ouest_2018-09-23_08-42-53_r1_crop0.jpg,"[np.float32(0.20142326), np.float32(0.19042015), np.float32(0.20262143)]","[np.float32(0.1938735), np.float32(0.20424868), np.float32(0.19284394)]","[np.float32(0.19180897), np.float32(0.18204707), np.float32(0.19043729)]","[np.float32(0.18282437), np.float32(0.1954918)]"
cow_crea_loriaz2100Ouest_2018-09-25_16-08-05_r4_crop0.jpg,"[np.float32(0.22285284), np.float32(0.21814641), np.float32(0.22239223)]","[np.float32(0.22113176), np.float32(0.22346273), np.float32(0.222346)]","[np.float32(0.20978692), np.float32(0.20426427), np.float32(0.21398038)]","[np.float32(0.21126649), np.float32(0.21647677)]"
cow_crea_loriaz2100Ouest_2019-07-10_06-59-44_r10_crop0.jpg,"[np.float32(0.21323933), np.float32(0.19323325), np.float32(0.20380409)]","[np.float32(0.18924975), np.float32(0.20894565), np.float32(0.19087023)]","[np.float32(0.19516328), np.float32(0.17938572), np.float32(0.18922149)]","[np.float32(0.17594856), np.float32(0.19931376)]"
cow_crea_loriaz2100Ouest_2019-07-16_19-39-55_r2_crop5.jpg,"[np.float32(0.20797396), np.float32(0.19402084), np.float32(0.20942764)]","[np.float32(0.19789109), np.float32(0.19868174), np.float32(0.18488923)]","[np.float32(0.19887832), np.float32(0.1866745), np.float32(0.19752848)]","[np.float32(0.1872998), np.float32(0.19352156)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-03-14_r8_crop4.jpg,"[np.float32(0.19337904), np.float32(0.18744767), np.float32(0.19443153)]","[np.float32(0.19143453), np.float32(0.18778735), np.float32(0.18423256)]","[np.float32(0.18378475), np.float32(0.17744628), np.float32(0.1851964)]","[np.float32(0.18078804), np.float32(0.18340898)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-05-30_r1_crop2.jpg,"[np.float32(0.20099287), np.float32(0.19516006), np.float32(0.19630912)]","[np.float32(0.19415855), np.float32(0.20085414), np.float32(0.19625813)]","[np.float32(0.19091128), np.float32(0.18729368), np.float32(0.18772075)]","[np.float32(0.18552975), np.float32(0.19452)]"
cow_crea_loriaz2100Ouest_2019-07-24_06-58-39_r14_crop7.jpg,"[np.float32(0.20855558), np.float32(0.20769343), np.float32(0.2179966)]","[np.float32(0.2164372), np.float32(0.22789918), np.float32(0.22188759)]","[np.float32(0.20458812), np.float32(0.20459327), np.float32(0.21269006)]","[np.float32(0.20918196), np.float32(0.22448982)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-09-14_r1_crop5.jpg,"[np.float32(0.15231471), np.float32(0.15079594), np.float32(0.15492281)]","[np.float32(0.15812016), np.float32(0.1570476), np.float32(0.16038898)]","[np.float32(0.14672364), np.float32(0.14546372), np.float32(0.153761)]","[np.float32(0.15541592), np.float32(0.15634777)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-10-36_r11_crop3.jpg,"[np.float32(0.20586556), np.float32(0.20084754), np.float32(0.1962181)]","[np.float32(0.1966421), np.float32(0.20626523), np.float32(0.20330936)]","[np.float32(0.18917105), np.float32(0.18555829), np.float32(0.18031225)]","[np.float32(0.17931879), np.float32(0.19359708)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-12-10_r2_crop0.jpg,"[np.float32(0.2183229), np.float32(0.20477557), np.float32(0.21141608)]","[np.float32(0.19948079), np.float32(0.21545751), np.float32(0.19932316)]","[np.float32(0.21366021), np.float32(0.20151003), np.float32(0.2077772)]","[np.float32(0.19592005), np.float32(0.21314774)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-13-23_r2_crop2.jpg,"[np.float32(0.24387611), np.float32(0.23582673), np.float32(0.24461216)]","[np.float32(0.23844312), np.float32(0.24029349), np.float32(0.23032066)]","[np.float32(0.22396201), np.float32(0.22165069), np.float32(0.22809362)]","[np.float32(0.22389749), np.float32(0.22589236)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-14-40_r19_crop4.jpg,"[np.float32(0.23410767), np.float32(0.21318746), np.float32(0.24426003)]","[np.float32(0.22717078), np.float32(0.25683683), np.float32(0.23153286)]","[np.float32(0.2123315), np.float32(0.19304171), np.float32(0.221921)]","[np.float32(0.20541702), np.float32(0.23637068)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-37_r3_crop2.jpg,"[np.float32(0.21530399), np.float32(0.20079459), np.float32(0.20583218)]","[np.float32(0.19513921), np.float32(0.21434058), np.float32(0.1990936)]","[np.float32(0.2087167), np.float32(0.1942976), np.float32(0.19838884)]","[np.float32(0.18676463), np.float32(0.21002351)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-55_r6_crop1.jpg,"[np.float32(0.18873914), np.float32(0.18870589), np.float32(0.18306628)]","[np.float32(0.18474168), np.float32(0.19624121), np.float32(0.1945394)]","[np.float32(0.18786621), np.float32(0.18720779), np.float32(0.18284698)]","[np.float32(0.18237135), np.float32(0.19732967)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-03_r3_crop7.jpg,"[np.float32(0.21540484), np.float32(0.20225307), np.float32(0.21239704)]","[np.float32(0.20129573), np.float32(0.2150527), np.float32(0.20263407)]","[np.float32(0.20682868), np.float32(0.1937478), np.float32(0.20673339)]","[np.float32(0.19501483), np.float32(0.21124247)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-08_r4_crop4.jpg,"[np.float32(0.21198194), np.float32(0.19688162), np.float32(0.21572767)]","[np.float32(0.20204733), np.float32(0.20808421), np.float32(0.19221348)]","[np.float32(0.19752778), np.float32(0.18183191), np.float32(0.20733073)]","[np.float32(0.19367269), np.float32(0.19791844)]"
cow_crea_loriaz2100Ouest_2019-08-10_12-19-12_r6_crop5.jpg,"[np.float32(0.21842155), np.float32(0.21618053), np.float32(0.2290485)]","[np.float32(0.22874641), np.float32(0.22222376), np.float32(0.21979056)]","[np.float32(0.20586807), np.float32(0.20591563), np.float32(0.21938299)]","[np.float32(0.21810575), np.float32(0.21572605)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-16-17_r3_crop2.jpg,"[np.float32(0.22366747), np.float32(0.22216403), np.float32(0.22660571)]","[np.float32(0.2270436), np.float32(0.23182657), np.float32(0.23027429)]","[np.float32(0.20529273), np.float32(0.2066853), np.float32(0.21445112)]","[np.float32(0.21588418), np.float32(0.22308108)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-19-50_r4_crop1.jpg,"[np.float32(0.19110575), np.float32(0.19791234), np.float32(0.19259793)]","[np.float32(0.2013774), np.float32(0.21865103), np.float32(0.21695453)]","[np.float32(0.17788377), np.float32(0.18498474), np.float32(0.1736294)]","[np.float32(0.17965679), np.float32(0.20223393)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-46-42_r2_crop2.jpg,"[np.float32(0.20682555), np.float32(0.23641154), np.float32(0.19687414)]","[np.float32(0.22364105), np.float32(0.22277321), np.float32(0.24442726)]","[np.float32(0.20776851), np.float32(0.23777556), np.float32(0.19524136)]","[np.float32(0.2200914), np.float32(0.22365865)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-47-50_r28_crop4.jpg,"[np.float32(0.19109572), np.float32(0.18811813), np.float32(0.19434382)]","[np.float32(0.19306792), np.float32(0.19617821), np.float32(0.19361278)]","[np.float32(0.1878259), np.float32(0.18576866), np.float32(0.19030657)]","[np.float32(0.18889926), np.float32(0.19250886)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-53-26_r9_crop8.jpg,"[np.float32(0.20297512), np.float32(0.19842938), np.float32(0.20993772)]","[np.float32(0.20501228), np.float32(0.22103453), np.float32(0.21294321)]","[np.float32(0.19620258), np.float32(0.1900436), np.float32(0.20261084)]","[np.float32(0.19440259), np.float32(0.21593735)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-58-34_r12_crop0.jpg,"[np.float32(0.21592277), np.float32(0.21327698), np.float32(0.21192959)]","[np.float32(0.21178427), np.float32(0.22364736), np.float32(0.21888927)]","[np.float32(0.20396662), np.float32(0.20311022), np.float32(0.20079835)]","[np.float32(0.199798), np.float32(0.21467943)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-30_r2_crop10.jpg,"[np.float32(0.22555558), np.float32(0.22582754), np.float32(0.2163512)]","[np.float32(0.21682596), np.float32(0.21832344), np.float32(0.2157351)]","[np.float32(0.21120873), np.float32(0.21334147), np.float32(0.20316838)]","[np.float32(0.20356238), np.float32(0.20812936)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-56_r18_crop3.jpg,"[np.float32(0.20795892), np.float32(0.21489531), np.float32(0.20545116)]","[np.float32(0.21207598), np.float32(0.20417406), np.float32(0.20937502)]","[np.float32(0.2027018), np.float32(0.21055675), np.float32(0.1990037)]","[np.float32(0.20471445), np.float32(0.2009577)]"
cow_crea_loriaz2100_2018-08-28_17-36-36_r4_crop2.jpg,"[np.float32(0.23937982), np.float32(0.24695715), np.float32(0.24438113)]","[np.float32(0.25244814), np.float32(0.23116165), np.float32(0.2388297)]","[np.float32(0.23145324), np.float32(0.24309969), np.float32(0.23430997)]","[np.float32(0.24438246), np.float32(0.22585261)]"
cow_crea_loriaz2100_2018-08-28_17-37-04_r2_crop0.jpg,"[np.float32(0.19511268), np.float32(0.18775637), np.float32(0.20455614)]","[np.float32(0.20308575), np.float32(0.19152065), np.float32(0.18578026)]","[np.float32(0.18517727), np.float32(0.18189934), np.float32(0.19806075)]","[np.float32(0.19523653), np.float32(0.18999225)]"
cow_crea_loriaz2300Ouest_2019-09-05_16-47-30_r1_crop1.jpg,"[np.float32(0.16396949), np.float32(0.19152917), np.float32(0.17209762)]","[np.float32(0.19762963), np.float32(0.17640184), np.float32(0.20025155)]","[np.float32(0.16332412), np.float32(0.18969937), np.float32(0.16646658)]","[np.float32(0.1881366), np.float32(0.17608654)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-39-52_r5_crop1.jpg,"[np.float32(0.24445955), np.float32(0.27070436), np.float32(0.23433453)]","[np.float32(0.2602197), np.float32(0.2451927), np.float32(0.26717776)]","[np.float32(0.23501082), np.float32(0.26436314), np.float32(0.22533903)]","[np.float32(0.24905029), np.float32(0.23729283)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-41-15_r9_crop2.jpg,"[np.float32(0.16705324), np.float32(0.19745937), np.float32(0.16188371)]","[np.float32(0.19319081), np.float32(0.16179791), np.float32(0.19320036)]","[np.float32(0.16412714), np.float32(0.19269627), np.float32(0.15699407)]","[np.float32(0.18316796), np.float32(0.15907662)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-43-18_r2_crop4.jpg,"[np.float32(0.19935378), np.float32(0.2289119), np.float32(0.22075903)]","[np.float32(0.24666403), np.float32(0.19082062), np.float32(0.2167362)]","[np.float32(0.19177827), np.float32(0.22360507), np.float32(0.20473838)]","[np.float32(0.22968906), np.float32(0.18485986)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-18-05_r2_crop1.jpg,"[np.float32(0.19997346), np.float32(0.19946109), np.float32(0.19788527)]","[np.float32(0.19849148), np.float32(0.20426834), np.float32(0.20304112)]","[np.float32(0.19270673), np.float32(0.19373035), np.float32(0.19222711)]","[np.float32(0.1922726), np.float32(0.19947135)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-20-23_r9_crop2.jpg,"[np.float32(0.19518678), np.float32(0.20834635), np.float32(0.2036339)]","[np.float32(0.2170279), np.float32(0.19787186), np.float32(0.20999296)]","[np.float32(0.19064528), np.float32(0.20516448), np.float32(0.20083392)]","[np.float32(0.21191241), np.float32(0.1949136)]"
cow_crea_loriaz2300Ouest_2019-09-06_18-17-39_r2_crop0.jpg,"[np.float32(0.24454331), np.float32(0.26174247), np.float32(0.26202646)]","[np.float32(0.2785088), np.float32(0.23489656), np.float32(0.24791509)]","[np.float32(0.23196855), np.float32(0.25153393), np.float32(0.23897758)]","[np.float32(0.25569296), np.float32(0.22391552)]"
cow_crea_loriaz2300Ouest_2019-09-07_09-54-22_r6_crop1.jpg,"[np.float32(0.21012846), np.float32(0.23442069), np.float32(0.21229553)]","[np.float32(0.2342856), np.float32(0.2138244), np.float32(0.23408464)]","[np.float32(0.19739074), np.float32(0.22455421), np.float32(0.20003)]","[np.float32(0.22181018), np.float32(0.20358726)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-20-45_r3_crop2.jpg,"[np.float32(0.19491607), np.float32(0.19386178), np.float32(0.20925471)]","[np.float32(0.21097042), np.float32(0.21151555), np.float32(0.20939092)]","[np.float32(0.19133571), np.float32(0.19030836), np.float32(0.20518725)]","[np.float32(0.20528737), np.float32(0.20914342)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-25-32_r10_crop0.jpg,"[np.float32(0.24303174), np.float32(0.2566261), np.float32(0.2372692)]","[np.float32(0.25190273), np.float32(0.2392265), np.float32(0.25228298)]","[np.float32(0.2348576), np.float32(0.25040975), np.float32(0.22957751)]","[np.float32(0.24234995), np.float32(0.23710373)]"
cow_crea_loriaz2300Ouest_2019-09-11_18-27-16_r9_crop0.jpg,"[np.float32(0.20469552), np.float32(0.21386954), np.float32(0.20435137)]","[np.float32(0.2157807), np.float32(0.20907624), np.float32(0.21961024)]","[np.float32(0.2032986), np.float32(0.21335873), np.float32(0.19903326)]","[np.float32(0.2101354), np.float32(0.21185589)]"
goat_crea_blaitiere1700_2018-08-07_14-10-27_r2_crop0.jpg,"[np.float32(0.19108175), np.float32(0.20547962), np.float32(0.2023918)]","[np.float32(0.21778116), np.float32(0.24022987), np.float32(0.24842823)]","[np.float32(0.17818235), np.float32(0.1933654), np.float32(0.18990573)]","[np.float32(0.20240447), np.float32(0.23156697)]"
goat_crea_blaitiere1700_2018-08-07_14-10-53_r10_crop0.jpg,"[np.float32(0.1844623), np.float32(0.1965701), np.float32(0.18731654)]","[np.float32(0.20016627), np.float32(0.19586499), np.float32(0.20546712)]","[np.float32(0.17270365), np.float32(0.18478337), np.float32(0.17611153)]","[np.float32(0.18579859), np.float32(0.18763497)]"
goat_crea_blaitiere1700_2018-08-07_14-11-06_r1_crop2.jpg,"[np.float32(0.20559874), np.float32(0.21983473), np.float32(0.20275708)]","[np.float32(0.21902716), np.float32(0.22572619), np.float32(0.23724833)]","[np.float32(0.18318269), np.float32(0.19976649), np.float32(0.176723)]","[np.float32(0.19077867), np.float32(0.21031415)]"
goat_crea_blaitiere1700_2018-08-07_14-12-19_r1_crop0.jpg,"[np.float32(0.16548678), np.float32(0.1694808), np.float32(0.17782149)]","[np.float32(0.18624406), np.float32(0.20384255), np.float32(0.20298441)]","[np.float32(0.16811363), np.float32(0.1721251), np.float32(0.17709243)]","[np.float32(0.18465865), np.float32(0.20490775)]"
goat_crea_blaitiere1700_2018-08-07_14-12-41_r12_crop0.jpg,"[np.float32(0.21037821), np.float32(0.21529171), np.float32(0.21704194)]","[np.float32(0.226341), np.float32(0.22571793), np.float32(0.23091644)]","[np.float32(0.19735691), np.float32(0.20280825), np.float32(0.20286301)]","[np.float32(0.21043961), np.float32(0.22120146)]"
goat_crea_blaitiere1700_2018-08-07_14-12-45_r13_crop1.jpg,"[np.float32(0.1835397), np.float32(0.18087603), np.float32(0.18846983)]","[np.float32(0.18828131), np.float32(0.1985267), np.float32(0.19455527)]","[np.float32(0.17827666), np.float32(0.17599308), np.float32(0.18110001)]","[np.float32(0.18115997), np.float32(0.19782418)]"
goat_crea_blaitiere1700_2018-08-07_14-13-03_r1_crop2.jpg,"[np.float32(0.19537845), np.float32(0.21250153), np.float32(0.20344341)]","[np.float32(0.22434506), np.float32(0.23357785), np.float32(0.24693558)]","[np.float32(0.17191109), np.float32(0.19060159), np.float32(0.18089151)]","[np.float32(0.19693005), np.float32(0.21726492)]"
goat_crea_blaitiere1700_2018-08-07_14-13-17_r9_crop4.jpg,"[np.float32(0.20338282), np.float32(0.20614949), np.float32(0.20969296)]","[np.float32(0.21761505), np.float32(0.22560087), np.float32(0.2273261)]","[np.float32(0.17874204), np.float32(0.18422897), np.float32(0.1801776)]","[np.float32(0.18543127), np.float32(0.20873538)]"
goat_crea_blaitiere1700_2018-08-07_14-13-58_r15_crop4.jpg,"[np.float32(0.21745156), np.float32(0.22216773), np.float32(0.21684328)]","[np.float32(0.22261998), np.float32(0.227317), np.float32(0.22848861)]","[np.float32(0.2029714), np.float32(0.20972149), np.float32(0.20114271)]","[np.float32(0.20548658), np.float32(0.21839647)]"
