Image,Confidence Animal,Confidence Behavior,Confidence Place,Confidence Time
cow_crea_loriaz1900_2019-08-20_18-07-51_r25_crop0.jpg,"[np.float32(0.19967684), np.float32(0.19319876), np.float32(0.19765125)]","[np.float32(0.19340354), np.float32(0.18099421), np.float32(0.17819366)]","[np.float32(0.1912642), np.float32(0.19061986), np.float32(0.18883564)]","[np.float32(0.18359263), np.float32(0.18882684)]"
cow_crea_loriaz1900_2019-09-01_17-45-44_r9_crop3.jpg,"[np.float32(0.22396371), np.float32(0.22549865), np.float32(0.21245068)]","[np.float32(0.21445546), np.float32(0.22505906), np.float32(0.221582)]","[np.float32(0.21790224), np.float32(0.22015412), np.float32(0.20957485)]","[np.float32(0.20950009), np.float32(0.23483393)]"
cow_crea_loriaz1900_2019-09-01_17-46-05_r4_crop0.jpg,"[np.float32(0.23299094), np.float32(0.23012659), np.float32(0.23043624)]","[np.float32(0.22383846), np.float32(0.22920987), np.float32(0.22017817)]","[np.float32(0.22975008), np.float32(0.22672641), np.float32(0.21487658)]","[np.float32(0.20449185), np.float32(0.23340346)]"
cow_crea_loriaz1900_2019-09-01_17-46-44_r26_crop2.jpg,"[np.float32(0.21052146), np.float32(0.20350862), np.float32(0.21678314)]","[np.float32(0.20801242), np.float32(0.22130054), np.float32(0.20962238)]","[np.float32(0.22068657), np.float32(0.21101496), np.float32(0.21809499)]","[np.float32(0.20587032), np.float32(0.23753612)]"
cow_crea_loriaz1900_2019-09-04_17-13-49_r10_crop1.jpg,"[np.float32(0.21749204), np.float32(0.21304397), np.float32(0.21804121)]","[np.float32(0.21483442), np.float32(0.22920516), np.float32(0.22100791)]","[np.float32(0.2240713), np.float32(0.22031207), np.float32(0.21740843)]","[np.float32(0.20807739), np.float32(0.2480699)]"
cow_crea_loriaz1900_2019-09-04_17-15-28_r6_crop0.jpg,"[np.float32(0.209967), np.float32(0.21435556), np.float32(0.21965097)]","[np.float32(0.22361445), np.float32(0.22161475), np.float32(0.22432947)]","[np.float32(0.1914888), np.float32(0.19726513), np.float32(0.2052437)]","[np.float32(0.20532182), np.float32(0.21952547)]"
cow_crea_loriaz1900_2019-09-08_16-14-33_r3_crop0.jpg,"[np.float32(0.22102699), np.float32(0.21676864), np.float32(0.21829568)]","[np.float32(0.21373771), np.float32(0.2283491), np.float32(0.2189187)]","[np.float32(0.21782508), np.float32(0.21668185), np.float32(0.21414044)]","[np.float32(0.20889814), np.float32(0.23550017)]"
cow_crea_loriaz2100Ouest_2018-09-07_17-35-59_r14_crop0.jpg,"[np.float32(0.23548387), np.float32(0.23050143), np.float32(0.23341708)]","[np.float32(0.2310149), np.float32(0.24061474), np.float32(0.23769695)]","[np.float32(0.23896049), np.float32(0.23566602), np.float32(0.2425364)]","[np.float32(0.23845977), np.float32(0.26265842)]"
cow_crea_loriaz2100Ouest_2018-09-23_08-42-53_r1_crop0.jpg,"[np.float32(0.2469474), np.float32(0.22859618), np.float32(0.24950197)]","[np.float32(0.23536466), np.float32(0.24654716), np.float32(0.22822167)]","[np.float32(0.24234752), np.float32(0.22829823), np.float32(0.25100887)]","[np.float32(0.2374146), np.float32(0.26473865)]"
cow_crea_loriaz2100Ouest_2018-09-25_16-08-05_r4_crop0.jpg,"[np.float32(0.22030926), np.float32(0.21748097), np.float32(0.21823215)]","[np.float32(0.21656328), np.float32(0.2219706), np.float32(0.21894024)]","[np.float32(0.2072024), np.float32(0.20854649), np.float32(0.21948597)]","[np.float32(0.21747732), np.float32(0.22829944)]"
cow_crea_loriaz2100Ouest_2019-07-10_06-59-44_r10_crop0.jpg,"[np.float32(0.22128904), np.float32(0.21832284), np.float32(0.20232174)]","[np.float32(0.20469725), np.float32(0.20201471), np.float32(0.19959138)]","[np.float32(0.23045523), np.float32(0.2257476), np.float32(0.21024983)]","[np.float32(0.20913401), np.float32(0.22341198)]"
cow_crea_loriaz2100Ouest_2019-07-16_19-39-55_r2_crop5.jpg,"[np.float32(0.23634808), np.float32(0.22786373), np.float32(0.24392958)]","[np.float32(0.23609617), np.float32(0.22890188), np.float32(0.21821733)]","[np.float32(0.22869128), np.float32(0.2244913), np.float32(0.23253801)]","[np.float32(0.2242716), np.float32(0.23989668)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-03-14_r8_crop4.jpg,"[np.float32(0.19755088), np.float32(0.19721402), np.float32(0.1916635)]","[np.float32(0.1939317), np.float32(0.19779578), np.float32(0.19567)]","[np.float32(0.1884719), np.float32(0.1940937), np.float32(0.19562344)]","[np.float32(0.19576468), np.float32(0.20877029)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-05-30_r1_crop2.jpg,"[np.float32(0.23855877), np.float32(0.22918968), np.float32(0.24132101)]","[np.float32(0.2327396), np.float32(0.2350865), np.float32(0.22470906)]","[np.float32(0.23274967), np.float32(0.22315094), np.float32(0.23843306)]","[np.float32(0.22919631), np.float32(0.24832846)]"
cow_crea_loriaz2100Ouest_2019-07-24_06-58-39_r14_crop7.jpg,"[np.float32(0.27152255), np.float32(0.25777692), np.float32(0.25585312)]","[np.float32(0.24715525), np.float32(0.2678698), np.float32(0.25358278)]","[np.float32(0.24478695), np.float32(0.23238705), np.float32(0.23544826)]","[np.float32(0.22389036), np.float32(0.25579086)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-09-14_r1_crop5.jpg,"[np.float32(0.21792641), np.float32(0.20269728), np.float32(0.22058418)]","[np.float32(0.20783952), np.float32(0.22780402), np.float32(0.20577507)]","[np.float32(0.21258706), np.float32(0.20136936), np.float32(0.21179695)]","[np.float32(0.19776063), np.float32(0.2332198)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-10-36_r11_crop3.jpg,"[np.float32(0.2412329), np.float32(0.23249051), np.float32(0.25183296)]","[np.float32(0.24550097), np.float32(0.251626), np.float32(0.2413851)]","[np.float32(0.21798538), np.float32(0.21541885), np.float32(0.23707059)]","[np.float32(0.23290935), np.float32(0.2518548)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-12-10_r2_crop0.jpg,"[np.float32(0.21888024), np.float32(0.21138881), np.float32(0.21771045)]","[np.float32(0.21092063), np.float32(0.22297904), np.float32(0.21137483)]","[np.float32(0.20859057), np.float32(0.20481122), np.float32(0.21647882)]","[np.float32(0.20849414), np.float32(0.22799203)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-13-23_r2_crop2.jpg,"[np.float32(0.24725947), np.float32(0.2300741), np.float32(0.26339647)]","[np.float32(0.24888737), np.float32(0.24908003), np.float32(0.23182674)]","[np.float32(0.22773688), np.float32(0.21753956), np.float32(0.24601756)]","[np.float32(0.23401734), np.float32(0.2523604)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-14-40_r19_crop4.jpg,"[np.float32(0.2282704), np.float32(0.21605551), np.float32(0.24074876)]","[np.float32(0.22999844), np.float32(0.24405007), np.float32(0.22983323)]","[np.float32(0.23129053), np.float32(0.22265752), np.float32(0.2448517)]","[np.float32(0.23639253), np.float32(0.264664)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-37_r3_crop2.jpg,"[np.float32(0.18521337), np.float32(0.17463033), np.float32(0.17418192)]","[np.float32(0.16744354), np.float32(0.17879067), np.float32(0.16812721)]","[np.float32(0.17673339), np.float32(0.16820121), np.float32(0.17377649)]","[np.float32(0.16341922), np.float32(0.18642476)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-55_r6_crop1.jpg,"[np.float32(0.18155017), np.float32(0.1795524), np.float32(0.16689429)]","[np.float32(0.16707145), np.float32(0.17593715), np.float32(0.17419097)]","[np.float32(0.18885446), np.float32(0.18543105), np.float32(0.18122186)]","[np.float32(0.17658852), np.float32(0.20035288)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-03_r3_crop7.jpg,"[np.float32(0.24142726), np.float32(0.2309184), np.float32(0.23900215)]","[np.float32(0.23105082), np.float32(0.24362794), np.float32(0.23180059)]","[np.float32(0.2500214), np.float32(0.2421349), np.float32(0.25087842)]","[np.float32(0.24237868), np.float32(0.2692262)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-08_r4_crop4.jpg,"[np.float32(0.24847192), np.float32(0.23209406), np.float32(0.27300006)]","[np.float32(0.2569773), np.float32(0.24680385), np.float32(0.22873662)]","[np.float32(0.23341957), np.float32(0.22041363), np.float32(0.2597859)]","[np.float32(0.24596891), np.float32(0.2535064)]"
cow_crea_loriaz2100Ouest_2019-08-10_12-19-12_r6_crop5.jpg,"[np.float32(0.20698425), np.float32(0.19810157), np.float32(0.22509079)]","[np.float32(0.21483634), np.float32(0.21440876), np.float32(0.20222645)]","[np.float32(0.18572727), np.float32(0.18248841), np.float32(0.20100962)]","[np.float32(0.19111687), np.float32(0.21343584)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-16-17_r3_crop2.jpg,"[np.float32(0.25090468), np.float32(0.23832917), np.float32(0.2553056)]","[np.float32(0.24441053), np.float32(0.25482005), np.float32(0.2420803)]","[np.float32(0.2233249), np.float32(0.21619736), np.float32(0.23638076)]","[np.float32(0.22746195), np.float32(0.25782967)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-19-50_r4_crop1.jpg,"[np.float32(0.23623182), np.float32(0.22329022), np.float32(0.25370437)]","[np.float32(0.2415553), np.float32(0.24518251), np.float32(0.22975755)]","[np.float32(0.22359718), np.float32(0.21631065), np.float32(0.24714698)]","[np.float32(0.23544902), np.float32(0.25910395)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-46-42_r2_crop2.jpg,"[np.float32(0.23330238), np.float32(0.22471622), np.float32(0.23605235)]","[np.float32(0.23085788), np.float32(0.23268023), np.float32(0.22467153)]","[np.float32(0.2258458), np.float32(0.21910957), np.float32(0.23675905)]","[np.float32(0.22962567), np.float32(0.24392693)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-47-50_r28_crop4.jpg,"[np.float32(0.16624212), np.float32(0.16110379), np.float32(0.1687666)]","[np.float32(0.16414858), np.float32(0.19543384), np.float32(0.18425629)]","[np.float32(0.14940931), np.float32(0.14953229), np.float32(0.16318247)]","[np.float32(0.15966529), np.float32(0.19353792)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-53-26_r9_crop8.jpg,"[np.float32(0.24685682), np.float32(0.24247807), np.float32(0.24699482)]","[np.float32(0.24212208), np.float32(0.24074438), np.float32(0.23387142)]","[np.float32(0.24656421), np.float32(0.24667847), np.float32(0.2503528)]","[np.float32(0.24788916), np.float32(0.2615943)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-58-34_r12_crop0.jpg,"[np.float32(0.21080577), np.float32(0.2032275), np.float32(0.21805336)]","[np.float32(0.21363065), np.float32(0.22606719), np.float32(0.21911852)]","[np.float32(0.20652261), np.float32(0.19758044), np.float32(0.2254409)]","[np.float32(0.2166251), np.float32(0.24252117)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-30_r2_crop10.jpg,"[np.float32(0.2431193), np.float32(0.23450953), np.float32(0.2414709)]","[np.float32(0.23786467), np.float32(0.24498872), np.float32(0.23877147)]","[np.float32(0.23782504), np.float32(0.23144123), np.float32(0.24348286)]","[np.float32(0.23596337), np.float32(0.26185977)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-56_r18_crop3.jpg,"[np.float32(0.19293377), np.float32(0.19254597), np.float32(0.1876778)]","[np.float32(0.1893559), np.float32(0.19778857), np.float32(0.19653434)]","[np.float32(0.18618321), np.float32(0.18974885), np.float32(0.19337359)]","[np.float32(0.19139065), np.float32(0.21033214)]"
cow_crea_loriaz2100_2018-08-28_17-36-36_r4_crop2.jpg,"[np.float32(0.22800261), np.float32(0.22108823), np.float32(0.22468644)]","[np.float32(0.22088042), np.float32(0.22304882), np.float32(0.21905541)]","[np.float32(0.24293804), np.float32(0.2317479), np.float32(0.23718733)]","[np.float32(0.2309627), np.float32(0.24164966)]"
cow_crea_loriaz2100_2018-08-28_17-37-04_r2_crop0.jpg,"[np.float32(0.21952295), np.float32(0.21080694), np.float32(0.21205345)]","[np.float32(0.20695035), np.float32(0.22169258), np.float32(0.21614097)]","[np.float32(0.2226331), np.float32(0.21169461), np.float32(0.21696478)]","[np.float32(0.20978115), np.float32(0.23416196)]"
cow_crea_loriaz2300Ouest_2019-09-05_16-47-30_r1_crop1.jpg,"[np.float32(0.23944126), np.float32(0.23623939), np.float32(0.25375682)]","[np.float32(0.25044283), np.float32(0.24929142), np.float32(0.24572001)]","[np.float32(0.24121894), np.float32(0.24270003), np.float32(0.26127037)]","[np.float32(0.25702852), np.float32(0.2770001)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-39-52_r5_crop1.jpg,"[np.float32(0.23932938), np.float32(0.24121368), np.float32(0.24125186)]","[np.float32(0.2474937), np.float32(0.2458089), np.float32(0.25315827)]","[np.float32(0.22410318), np.float32(0.22932935), np.float32(0.23375222)]","[np.float32(0.23514588), np.float32(0.2529314)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-41-15_r9_crop2.jpg,"[np.float32(0.21591467), np.float32(0.24026927), np.float32(0.20601466)]","[np.float32(0.23096952), np.float32(0.21643507), np.float32(0.23718601)]","[np.float32(0.21707103), np.float32(0.24350594), np.float32(0.21143374)]","[np.float32(0.23193303), np.float32(0.23460288)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-43-18_r2_crop4.jpg,"[np.float32(0.1839899), np.float32(0.19486842), np.float32(0.18464443)]","[np.float32(0.1966804), np.float32(0.1962113), np.float32(0.20566274)]","[np.float32(0.1690726), np.float32(0.18017296), np.float32(0.17858103)]","[np.float32(0.18644959), np.float32(0.20012432)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-18-05_r2_crop1.jpg,"[np.float32(0.19561413), np.float32(0.19459262), np.float32(0.18927741)]","[np.float32(0.19198975), np.float32(0.20215987), np.float32(0.20035729)]","[np.float32(0.18338758), np.float32(0.18599513), np.float32(0.19181548)]","[np.float32(0.19355692), np.float32(0.21299325)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-20-23_r9_crop2.jpg,"[np.float32(0.25397295), np.float32(0.2495508), np.float32(0.2533326)]","[np.float32(0.25132602), np.float32(0.25772738), np.float32(0.25287265)]","[np.float32(0.24519812), np.float32(0.24449), np.float32(0.25383115)]","[np.float32(0.25105634), np.float32(0.27632743)]"
cow_crea_loriaz2300Ouest_2019-09-06_18-17-39_r2_crop0.jpg,"[np.float32(0.21095969), np.float32(0.21991035), np.float32(0.21999282)]","[np.float32(0.22920255), np.float32(0.22201219), np.float32(0.23245502)]","[np.float32(0.21683297), np.float32(0.22670385), np.float32(0.22810489)]","[np.float32(0.23299715), np.float32(0.24410191)]"
cow_crea_loriaz2300Ouest_2019-09-07_09-54-22_r6_crop1.jpg,"[np.float32(0.28913498), np.float32(0.2819502), np.float32(0.29065317)]","[np.float32(0.286215), np.float32(0.2906299), np.float32(0.2822328)]","[np.float32(0.26827174), np.float32(0.26721942), np.float32(0.26652798)]","[np.float32(0.2628506), np.float32(0.28826404)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-20-45_r3_crop2.jpg,"[np.float32(0.24839917), np.float32(0.23682193), np.float32(0.25286853)]","[np.float32(0.24507035), np.float32(0.2523355), np.float32(0.239134)]","[np.float32(0.24557489), np.float32(0.2392917), np.float32(0.24994998)]","[np.float32(0.24092905), np.float32(0.26824233)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-25-32_r10_crop0.jpg,"[np.float32(0.2276749), np.float32(0.2239559), np.float32(0.21342121)]","[np.float32(0.211149), np.float32(0.22127697), np.float32(0.21834634)]","[np.float32(0.21785977), np.float32(0.21509), np.float32(0.20997891)]","[np.float32(0.20713824), np.float32(0.22606352)]"
cow_crea_loriaz2300Ouest_2019-09-11_18-27-16_r9_crop0.jpg,"[np.float32(0.21906745), np.float32(0.21199208), np.float32(0.22678195)]","[np.float32(0.22291034), np.float32(0.22496355), np.float32(0.21705362)]","[np.float32(0.23178513), np.float32(0.22662084), np.float32(0.23463404)]","[np.float32(0.22700875), np.float32(0.246705)]"
goat_crea_blaitiere1700_2018-08-07_14-10-27_r2_crop0.jpg,"[np.float32(0.16328277), np.float32(0.16830502), np.float32(0.15821)]","[np.float32(0.1665673), np.float32(0.20140043), np.float32(0.20035511)]","[np.float32(0.14775635), np.float32(0.15341902), np.float32(0.15892006)]","[np.float32(0.15975714), np.float32(0.20220497)]"
goat_crea_blaitiere1700_2018-08-07_14-10-53_r10_crop0.jpg,"[np.float32(0.20484817), np.float32(0.1912094), np.float32(0.21405159)]","[np.float32(0.203946), np.float32(0.25141022), np.float32(0.22909896)]","[np.float32(0.18832844), np.float32(0.1809493), np.float32(0.20187348)]","[np.float32(0.19277409), np.float32(0.24614426)]"
goat_crea_blaitiere1700_2018-08-07_14-11-06_r1_crop2.jpg,"[np.float32(0.19020385), np.float32(0.18396035), np.float32(0.19022056)]","[np.float32(0.1893553), np.float32(0.21535936), np.float32(0.21041709)]","[np.float32(0.15417093), np.float32(0.15126565), np.float32(0.16647151)]","[np.float32(0.16085058), np.float32(0.1995045)]"
goat_crea_blaitiere1700_2018-08-07_14-12-19_r1_crop0.jpg,"[np.float32(0.17192096), np.float32(0.15848549), np.float32(0.17153476)]","[np.float32(0.16256143), np.float32(0.23790687), np.float32(0.21567607)]","[np.float32(0.1452907), np.float32(0.1405127), np.float32(0.16057023)]","[np.float32(0.14993675), np.float32(0.23391327)]"
goat_crea_blaitiere1700_2018-08-07_14-12-41_r12_crop0.jpg,"[np.float32(0.19437318), np.float32(0.18977325), np.float32(0.1913051)]","[np.float32(0.19229601), np.float32(0.21206674), np.float32(0.21069013)]","[np.float32(0.19188097), np.float32(0.18985179), np.float32(0.21051195)]","[np.float32(0.20546335), np.float32(0.23189734)]"
goat_crea_blaitiere1700_2018-08-07_14-12-45_r13_crop1.jpg,"[np.float32(0.22532931), np.float32(0.22257748), np.float32(0.2135019)]","[np.float32(0.21562026), np.float32(0.2252406), np.float32(0.22334209)]","[np.float32(0.20349738), np.float32(0.20760036), np.float32(0.20683485)]","[np.float32(0.20743582), np.float32(0.22676766)]"
goat_crea_blaitiere1700_2018-08-07_14-13-03_r1_crop2.jpg,"[np.float32(0.18030132), np.float32(0.16789232), np.float32(0.19045058)]","[np.float32(0.1804176), np.float32(0.23219176), np.float32(0.21154271)]","[np.float32(0.175299), np.float32(0.16847649), np.float32(0.18523398)]","[np.float32(0.17364156), np.float32(0.23615333)]"
goat_crea_blaitiere1700_2018-08-07_14-13-17_r9_crop4.jpg,"[np.float32(0.2291466), np.float32(0.2259048), np.float32(0.2203292)]","[np.float32(0.217995), np.float32(0.23331945), np.float32(0.22646943)]","[np.float32(0.20329222), np.float32(0.20356911), np.float32(0.20271146)]","[np.float32(0.20031153), np.float32(0.23004334)]"
goat_crea_blaitiere1700_2018-08-07_14-13-58_r15_crop4.jpg,"[np.float32(0.2377283), np.float32(0.22765851), np.float32(0.22513035)]","[np.float32(0.22202873), np.float32(0.24212782), np.float32(0.23145863)]","[np.float32(0.20886752), np.float32(0.2078768), np.float32(0.20676184)]","[np.float32(0.20203571), np.float32(0.23069637)]"
