Image,Confidence Animal,Confidence Behavior,Confidence Place,Confidence Time
cow_crea_loriaz1900_2018-09-03_07-55-35_r2_crop0.jpg,"[np.float32(0.28816727), np.float32(0.28006357), np.float32(0.27168992)]","[np.float32(0.26978776), np.float32(0.2860959), np.float32(0.28094077)]","[np.float32(0.27677578), np.float32(0.27487272), np.float32(0.26787904)]","[np.float32(0.2708177), np.float32(0.2805471)]"
cow_crea_loriaz1900_2018-09-03_09-39-05_r2_crop0.jpg,"[np.float32(0.26653388), np.float32(0.2458885), np.float32(0.2525482)]","[np.float32(0.23780611), np.float32(0.26929492), np.float32(0.25241685)]","[np.float32(0.2542322), np.float32(0.2393549), np.float32(0.24614245)]","[np.float32(0.23859163), np.float32(0.26273158)]"
cow_crea_loriaz1900_2018-09-07_17-56-31_r1_crop0(1).jpg,"[np.float32(0.29452637), np.float32(0.28668746), np.float32(0.28238234)]","[np.float32(0.27932304), np.float32(0.2864956), np.float32(0.2812157)]","[np.float32(0.2778196), np.float32(0.2750965), np.float32(0.26891336)]","[np.float32(0.27177304), np.float32(0.2785528)]"
cow_crea_loriaz1900_2018-09-07_17-58-22_r14_crop0.jpg,"[np.float32(0.29268426), np.float32(0.28360468), np.float32(0.2878977)]","[np.float32(0.28273207), np.float32(0.2912472), np.float32(0.28371736)]","[np.float32(0.28813094), np.float32(0.28564733), np.float32(0.2832057)]","[np.float32(0.283267), np.float32(0.2903882)]"
cow_crea_loriaz1900_2018-09-07_17-59-59_r9_crop0.jpg,"[np.float32(0.30520555), np.float32(0.29172203), np.float32(0.2831649)]","[np.float32(0.27608383), np.float32(0.30215666), np.float32(0.29188854)]","[np.float32(0.2889879), np.float32(0.28123614), np.float32(0.2716958)]","[np.float32(0.2713008), np.float32(0.29112366)]"
cow_crea_loriaz1900_2018-09-07_18-00-18_r4_crop1.jpg,"[np.float32(0.27717382), np.float32(0.2642668), np.float32(0.25678647)]","[np.float32(0.25145027), np.float32(0.26642537), np.float32(0.2570832)]","[np.float32(0.2673925), np.float32(0.25868306), np.float32(0.24848986)]","[np.float32(0.24836954), np.float32(0.26115182)]"
cow_crea_loriaz1900_2018-09-16_15-51-13_r3_crop0.jpg,"[np.float32(0.2713052), np.float32(0.27408856), np.float32(0.2601039)]","[np.float32(0.26745442), np.float32(0.28254902), np.float32(0.28393328)]","[np.float32(0.26120165), np.float32(0.26936686), np.float32(0.25398812)]","[np.float32(0.26566336), np.float32(0.27707192)]"
cow_crea_loriaz1900_2018-09-16_15-51-17_r4_crop0.jpg,"[np.float32(0.29716972), np.float32(0.27551526), np.float32(0.28360695)]","[np.float32(0.2665819), np.float32(0.29408735), np.float32(0.27556884)]","[np.float32(0.27691647), np.float32(0.26295567), np.float32(0.26888254)]","[np.float32(0.25878948), np.float32(0.2806498)]"
cow_crea_loriaz1900_2018-09-23_18-43-59_r5_crop0.jpg,"[np.float32(0.22930703), np.float32(0.24423252), np.float32(0.22931117)]","[np.float32(0.2485224), np.float32(0.23248295), np.float32(0.24339014)]","[np.float32(0.2381728), np.float32(0.25654972), np.float32(0.23479038)]","[np.float32(0.2547496), np.float32(0.24292776)]"
cow_crea_loriaz1900_2018-09-24_07-35-36_r4_crop0.jpg,"[np.float32(0.26066342), np.float32(0.26035264), np.float32(0.2471352)]","[np.float32(0.24700181), np.float32(0.26812673), np.float32(0.2661468)]","[np.float32(0.25821465), np.float32(0.26143762), np.float32(0.24818036)]","[np.float32(0.25264707), np.float32(0.268422)]"
cow_crea_loriaz1900_2018-09-24_07-35-37_r6_crop0.jpg,"[np.float32(0.26256004), np.float32(0.2580058), np.float32(0.2535572)]","[np.float32(0.25049937), np.float32(0.26401082), np.float32(0.25825515)]","[np.float32(0.25724187), np.float32(0.2548296), np.float32(0.24925879)]","[np.float32(0.24956524), np.float32(0.26301152)]"
cow_crea_loriaz1900_2018-09-24_07-37-48_r15_crop0.jpg,"[np.float32(0.21740516), np.float32(0.20646764), np.float32(0.21466081)]","[np.float32(0.2066796), np.float32(0.2225367), np.float32(0.2117747)]","[np.float32(0.21579722), np.float32(0.20725894), np.float32(0.21291165)]","[np.float32(0.20884317), np.float32(0.22312501)]"
cow_crea_loriaz1900_2019-08-09_18-00-33_r10_crop0.jpg,"[np.float32(0.26838794), np.float32(0.27056623), np.float32(0.25150615)]","[np.float32(0.25746083), np.float32(0.279127), np.float32(0.28023064)]","[np.float32(0.25854245), np.float32(0.2659597), np.float32(0.24817301)]","[np.float32(0.25721017), np.float32(0.27707076)]"
cow_crea_loriaz1900_2019-08-09_18-00-40_r15_crop1.jpg,"[np.float32(0.23876408), np.float32(0.23848811), np.float32(0.24182312)]","[np.float32(0.24053346), np.float32(0.22885713), np.float32(0.22724643)]","[np.float32(0.2397535), np.float32(0.24136657), np.float32(0.2380515)]","[np.float32(0.23976082), np.float32(0.23306482)]"
cow_crea_loriaz1900_2019-08-09_18-54-38_r15_crop2.jpg,"[np.float32(0.28123325), np.float32(0.28178272), np.float32(0.2780872)]","[np.float32(0.28162456), np.float32(0.26490662), np.float32(0.2636404)]","[np.float32(0.2705814), np.float32(0.27517134), np.float32(0.2670508)]","[np.float32(0.27344993), np.float32(0.26098245)]"
cow_crea_loriaz1900_2019-08-20_18-07-51_r25_crop0.jpg,"[np.float32(0.25859407), np.float32(0.25716227), np.float32(0.26877424)]","[np.float32(0.2685094), np.float32(0.25874475), np.float32(0.25414285)]","[np.float32(0.25471014), np.float32(0.25476336), np.float32(0.25719464)]","[np.float32(0.2600383), np.float32(0.26068038)]"
cow_crea_loriaz1900_2019-09-01_17-45-44_r9_crop3.jpg,"[np.float32(0.29523295), np.float32(0.27876377), np.float32(0.2866829)]","[np.float32(0.27496162), np.float32(0.28952593), np.float32(0.27578196)]","[np.float32(0.28640774), np.float32(0.27383894), np.float32(0.27753678)]","[np.float32(0.2701165), np.float32(0.2847786)]"
cow_crea_loriaz1900_2019-09-01_17-46-05_r4_crop0.jpg,"[np.float32(0.27759218), np.float32(0.25272968), np.float32(0.28173897)]","[np.float32(0.259113), np.float32(0.28241), np.float32(0.25910687)]","[np.float32(0.265966), np.float32(0.24821922), np.float32(0.27300337)]","[np.float32(0.25698626), np.float32(0.27629676)]"
cow_crea_loriaz1900_2019-09-01_17-46-44_r26_crop2.jpg,"[np.float32(0.29280263), np.float32(0.2803622), np.float32(0.27704722)]","[np.float32(0.2682842), np.float32(0.28529635), np.float32(0.27441603)]","[np.float32(0.2865488), np.float32(0.27727193), np.float32(0.26887265)]","[np.float32(0.26403794), np.float32(0.28180116)]"
cow_crea_loriaz1900_2019-09-04_17-13-49_r10_crop1.jpg,"[np.float32(0.3023164), np.float32(0.28723925), np.float32(0.28303975)]","[np.float32(0.27338582), np.float32(0.27937302), np.float32(0.26854426)]","[np.float32(0.28349707), np.float32(0.2734452), np.float32(0.26793432)]","[np.float32(0.26213622), np.float32(0.26539987)]"
cow_crea_loriaz1900_2019-09-04_17-15-28_r6_crop0.jpg,"[np.float32(0.2825752), np.float32(0.27648804), np.float32(0.27168223)]","[np.float32(0.27141842), np.float32(0.28241396), np.float32(0.27861017)]","[np.float32(0.26918647), np.float32(0.26831478), np.float32(0.26288742)]","[np.float32(0.26862), np.float32(0.27621046)]"
cow_crea_loriaz1900_2019-09-08_16-14-33_r3_crop0.jpg,"[np.float32(0.2876299), np.float32(0.27932918), np.float32(0.27276367)]","[np.float32(0.26781705), np.float32(0.27688044), np.float32(0.27065104)]","[np.float32(0.27918732), np.float32(0.2733547), np.float32(0.26892415)]","[np.float32(0.26707417), np.float32(0.2697026)]"
cow_crea_loriaz2100Ouest_2018-09-07_17-35-59_r14_crop0.jpg,"[np.float32(0.28775632), np.float32(0.28140903), np.float32(0.29465568)]","[np.float32(0.29049835), np.float32(0.29651892), np.float32(0.2888795)]","[np.float32(0.28096747), np.float32(0.2778971), np.float32(0.2853299)]","[np.float32(0.2871722), np.float32(0.29040074)]"
cow_crea_loriaz2100Ouest_2018-09-23_08-42-53_r1_crop0.jpg,"[np.float32(0.25841165), np.float32(0.23505516), np.float32(0.2535168)]","[np.float32(0.23645754), np.float32(0.2630287), np.float32(0.24320593)]","[np.float32(0.24898204), np.float32(0.23099817), np.float32(0.24794021)]","[np.float32(0.23595719), np.float32(0.25980723)]"
cow_crea_loriaz2100Ouest_2018-09-25_16-08-05_r4_crop0.jpg,"[np.float32(0.2836584), np.float32(0.27707744), np.float32(0.2884892)]","[np.float32(0.28476456), np.float32(0.29179558), np.float32(0.2847364)]","[np.float32(0.2699701), np.float32(0.2684563), np.float32(0.27329698)]","[np.float32(0.2758891), np.float32(0.28069016)]"
cow_crea_loriaz2100Ouest_2019-07-10_06-59-44_r10_crop0.jpg,"[np.float32(0.2898586), np.float32(0.27521294), np.float32(0.28105697)]","[np.float32(0.27198514), np.float32(0.28817013), np.float32(0.27487493)]","[np.float32(0.27580956), np.float32(0.26543754), np.float32(0.2679702)]","[np.float32(0.26286557), np.float32(0.2780658)]"
cow_crea_loriaz2100Ouest_2019-07-16_19-39-55_r2_crop5.jpg,"[np.float32(0.25947094), np.float32(0.25124836), np.float32(0.2529136)]","[np.float32(0.25043878), np.float32(0.25553262), np.float32(0.24774228)]","[np.float32(0.24894266), np.float32(0.24587151), np.float32(0.24397345)]","[np.float32(0.24707869), np.float32(0.25135627)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-03-14_r8_crop4.jpg,"[np.float32(0.2791643), np.float32(0.2704108), np.float32(0.26353097)]","[np.float32(0.2613783), np.float32(0.27553537), np.float32(0.26965925)]","[np.float32(0.26872808), np.float32(0.26613304), np.float32(0.26022893)]","[np.float32(0.26219356), np.float32(0.27099982)]"
cow_crea_loriaz2100Ouest_2019-07-16_20-05-30_r1_crop2.jpg,"[np.float32(0.27475786), np.float32(0.26890242), np.float32(0.26371163)]","[np.float32(0.26390427), np.float32(0.27506158), np.float32(0.2711398)]","[np.float32(0.27197778), np.float32(0.27073205), np.float32(0.2641357)]","[np.float32(0.267919), np.float32(0.27621755)]"
cow_crea_loriaz2100Ouest_2019-07-24_06-58-39_r14_crop7.jpg,"[np.float32(0.29462433), np.float32(0.2718976), np.float32(0.29276708)]","[np.float32(0.27564624), np.float32(0.29185086), np.float32(0.27379203)]","[np.float32(0.28696403), np.float32(0.26821876), np.float32(0.28553)]","[np.float32(0.2734054), np.float32(0.2855838)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-09-14_r1_crop5.jpg,"[np.float32(0.2706999), np.float32(0.25417462), np.float32(0.2548852)]","[np.float32(0.24570584), np.float32(0.27286547), np.float32(0.2599667)]","[np.float32(0.26028317), np.float32(0.2511489), np.float32(0.25069758)]","[np.float32(0.24757254), np.float32(0.26775324)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-10-36_r11_crop3.jpg,"[np.float32(0.27210534), np.float32(0.25382763), np.float32(0.25786173)]","[np.float32(0.2483781), np.float32(0.27196783), np.float32(0.2577259)]","[np.float32(0.25219998), np.float32(0.24022913), np.float32(0.24105087)]","[np.float32(0.2364491), np.float32(0.25606203)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-12-10_r2_crop0.jpg,"[np.float32(0.2845157), np.float32(0.26765493), np.float32(0.26003754)]","[np.float32(0.25038767), np.float32(0.27533913), np.float32(0.26236597)]","[np.float32(0.27394927), np.float32(0.26271492), np.float32(0.25644156)]","[np.float32(0.25031903), np.float32(0.270118)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-13-23_r2_crop2.jpg,"[np.float32(0.2898001), np.float32(0.27476084), np.float32(0.288483)]","[np.float32(0.27862242), np.float32(0.2938589), np.float32(0.28122008)]","[np.float32(0.28563592), np.float32(0.2747023), np.float32(0.28626585)]","[np.float32(0.28060812), np.float32(0.2923296)]"
cow_crea_loriaz2100Ouest_2019-07-24_07-14-40_r19_crop4.jpg,"[np.float32(0.29256362), np.float32(0.280733), np.float32(0.29315144)]","[np.float32(0.28728837), np.float32(0.3035753), np.float32(0.293288)]","[np.float32(0.2787653), np.float32(0.27320066), np.float32(0.2821567)]","[np.float32(0.2828752), np.float32(0.29470867)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-37_r3_crop2.jpg,"[np.float32(0.23974226), np.float32(0.22275586), np.float32(0.23277918)]","[np.float32(0.22213651), np.float32(0.25504887), np.float32(0.24008696)]","[np.float32(0.23816316), np.float32(0.22658037), np.float32(0.2353876)]","[np.float32(0.22931813), np.float32(0.25794786)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-48-55_r6_crop1.jpg,"[np.float32(0.2679832), np.float32(0.2523003), np.float32(0.27722687)]","[np.float32(0.26794097), np.float32(0.277698), np.float32(0.26458675)]","[np.float32(0.26789626), np.float32(0.2582931), np.float32(0.27694404)]","[np.float32(0.27330157), np.float32(0.2825218)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-03_r3_crop7.jpg,"[np.float32(0.3149259), np.float32(0.2910696), np.float32(0.30570647)]","[np.float32(0.28811613), np.float32(0.30798113), np.float32(0.28847325)]","[np.float32(0.30815327), np.float32(0.2908901), np.float32(0.2998504)]","[np.float32(0.28798446), np.float32(0.3050046)]"
cow_crea_loriaz2100Ouest_2019-07-27_11-49-08_r4_crop4.jpg,"[np.float32(0.27525994), np.float32(0.25810078), np.float32(0.27361125)]","[np.float32(0.2621254), np.float32(0.26784635), np.float32(0.252547)]","[np.float32(0.26607), np.float32(0.25467247), np.float32(0.26783255)]","[np.float32(0.26122525), np.float32(0.2665321)]"
cow_crea_loriaz2100Ouest_2019-08-10_12-19-12_r6_crop5.jpg,"[np.float32(0.2698925), np.float32(0.26568288), np.float32(0.2784355)]","[np.float32(0.2760633), np.float32(0.28121093), np.float32(0.27559054)]","[np.float32(0.25418258), np.float32(0.2559656), np.float32(0.26249737)]","[np.float32(0.268773), np.float32(0.27292103)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-16-17_r3_crop2.jpg,"[np.float32(0.30427036), np.float32(0.28894594), np.float32(0.30754602)]","[np.float32(0.29888523), np.float32(0.3060122), np.float32(0.2938756)]","[np.float32(0.29367813), np.float32(0.28287095), np.float32(0.29512757)]","[np.float32(0.29176682), np.float32(0.29905945)]"
cow_crea_loriaz2100Ouest_2019-08-17_16-19-50_r4_crop1.jpg,"[np.float32(0.2587516), np.float32(0.25518593), np.float32(0.2623611)]","[np.float32(0.26078856), np.float32(0.27495474), np.float32(0.27152342)]","[np.float32(0.24525826), np.float32(0.24808955), np.float32(0.25440538)]","[np.float32(0.2595558), np.float32(0.26596007)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-46-42_r2_crop2.jpg,"[np.float32(0.29615477), np.float32(0.2841376), np.float32(0.29136217)]","[np.float32(0.28112346), np.float32(0.29241365), np.float32(0.28188747)]","[np.float32(0.2845029), np.float32(0.28116447), np.float32(0.2832563)]","[np.float32(0.27994314), np.float32(0.2873093)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-47-50_r28_crop4.jpg,"[np.float32(0.28556985), np.float32(0.26482147), np.float32(0.2844277)]","[np.float32(0.26941344), np.float32(0.28504783), np.float32(0.26787916)]","[np.float32(0.2760966), np.float32(0.26034844), np.float32(0.2813194)]","[np.float32(0.27261227), np.float32(0.27982116)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-53-26_r9_crop8.jpg,"[np.float32(0.26758105), np.float32(0.26558712), np.float32(0.2529998)]","[np.float32(0.25779533), np.float32(0.2629769), np.float32(0.26290482)]","[np.float32(0.263612), np.float32(0.26458544), np.float32(0.25133976)]","[np.float32(0.26009372), np.float32(0.2607882)]"
cow_crea_loriaz2100Ouest_2019-08-23_07-58-34_r12_crop0.jpg,"[np.float32(0.29494146), np.float32(0.283095), np.float32(0.28208086)]","[np.float32(0.27641928), np.float32(0.29786327), np.float32(0.28860804)]","[np.float32(0.2778588), np.float32(0.2729532), np.float32(0.27012694)]","[np.float32(0.27039889), np.float32(0.2855276)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-30_r2_crop10.jpg,"[np.float32(0.29811797), np.float32(0.28033984), np.float32(0.2941397)]","[np.float32(0.2821234), np.float32(0.3009986), np.float32(0.28652287)]","[np.float32(0.29383016), np.float32(0.28198546), np.float32(0.29163837)]","[np.float32(0.2856817), np.float32(0.3012793)]"
cow_crea_loriaz2100Ouest_2019-08-30_16-38-56_r18_crop3.jpg,"[np.float32(0.2837), np.float32(0.27393726), np.float32(0.26769868)]","[np.float32(0.26409063), np.float32(0.28028235), np.float32(0.2729933)]","[np.float32(0.2766372), np.float32(0.27253604), np.float32(0.26683015)]","[np.float32(0.26634178), np.float32(0.2781872)]"
cow_crea_loriaz2100_2018-08-28_17-36-36_r4_crop2.jpg,"[np.float32(0.27630788), np.float32(0.2547224), np.float32(0.2730494)]","[np.float32(0.25748777), np.float32(0.27078897), np.float32(0.25289235)]","[np.float32(0.27553087), np.float32(0.25723886), np.float32(0.27099106)]","[np.float32(0.26114374), np.float32(0.27107465)]"
cow_crea_loriaz2100_2018-08-28_17-37-04_r2_crop0.jpg,"[np.float32(0.26047423), np.float32(0.24067958), np.float32(0.27152735)]","[np.float32(0.25555494), np.float32(0.26808733), np.float32(0.25176683)]","[np.float32(0.25563306), np.float32(0.23930229), np.float32(0.26406544)]","[np.float32(0.25461996), np.float32(0.26599085)]"
cow_crea_loriaz2300Ouest_2019-09-05_16-47-30_r1_crop1.jpg,"[np.float32(0.2957996), np.float32(0.29521784), np.float32(0.2937438)]","[np.float32(0.29601496), np.float32(0.2985305), np.float32(0.29727435)]","[np.float32(0.29306722), np.float32(0.29760176), np.float32(0.29544762)]","[np.float32(0.30315086), np.float32(0.29920295)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-39-52_r5_crop1.jpg,"[np.float32(0.29683328), np.float32(0.29485995), np.float32(0.29042324)]","[np.float32(0.28955466), np.float32(0.2915132), np.float32(0.28798005)]","[np.float32(0.2921176), np.float32(0.29115188), np.float32(0.28572786)]","[np.float32(0.28757775), np.float32(0.28921324)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-41-15_r9_crop2.jpg,"[np.float32(0.22353664), np.float32(0.2231804), np.float32(0.23885629)]","[np.float32(0.2396688), np.float32(0.23056594), np.float32(0.22609602)]","[np.float32(0.21673931), np.float32(0.218885), np.float32(0.2269093)]","[np.float32(0.23055284), np.float32(0.22880088)]"
cow_crea_loriaz2300Ouest_2019-09-05_17-43-18_r2_crop4.jpg,"[np.float32(0.27381864), np.float32(0.27585062), np.float32(0.28510243)]","[np.float32(0.28714496), np.float32(0.2747678), np.float32(0.2744607)]","[np.float32(0.26631036), np.float32(0.2698673), np.float32(0.27329794)]","[np.float32(0.27933756), np.float32(0.26829112)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-18-05_r2_crop1.jpg,"[np.float32(0.28486815), np.float32(0.2706524), np.float32(0.27508602)]","[np.float32(0.2649174), np.float32(0.27996904), np.float32(0.26716995)]","[np.float32(0.27523598), np.float32(0.26628363), np.float32(0.27261117)]","[np.float32(0.26707283), np.float32(0.27533275)]"
cow_crea_loriaz2300Ouest_2019-09-06_07-20-23_r9_crop2.jpg,"[np.float32(0.26315495), np.float32(0.25210625), np.float32(0.24968906)]","[np.float32(0.24398306), np.float32(0.25284725), np.float32(0.24394715)]","[np.float32(0.2501774), np.float32(0.24531342), np.float32(0.24081373)]","[np.float32(0.23938741), np.float32(0.24849541)]"
cow_crea_loriaz2300Ouest_2019-09-06_18-17-39_r2_crop0.jpg,"[np.float32(0.19102834), np.float32(0.20649382), np.float32(0.20743069)]","[np.float32(0.22271033), np.float32(0.20636299), np.float32(0.21480416)]","[np.float32(0.19182202), np.float32(0.208838), np.float32(0.20734625)]","[np.float32(0.2230682), np.float32(0.20738882)]"
cow_crea_loriaz2300Ouest_2019-09-07_09-54-22_r6_crop1.jpg,"[np.float32(0.30877674), np.float32(0.30935243), np.float32(0.31013572)]","[np.float32(0.31184536), np.float32(0.30191073), np.float32(0.30035225)]","[np.float32(0.29946926), np.float32(0.30599976), np.float32(0.30290216)]","[np.float32(0.3094418), np.float32(0.30031568)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-20-45_r3_crop2.jpg,"[np.float32(0.27823412), np.float32(0.2656342), np.float32(0.28834212)]","[np.float32(0.28007352), np.float32(0.28343636), np.float32(0.273133)]","[np.float32(0.27218688), np.float32(0.26348913), np.float32(0.2805555)]","[np.float32(0.2768435), np.float32(0.2779631)]"
cow_crea_loriaz2300Ouest_2019-09-11_17-25-32_r10_crop0.jpg,"[np.float32(0.2850047), np.float32(0.27454), np.float32(0.2692167)]","[np.float32(0.26414922), np.float32(0.2723183), np.float32(0.26502916)]","[np.float32(0.2772762), np.float32(0.27338263), np.float32(0.26867414)]","[np.float32(0.26846322), np.float32(0.26882178)]"
cow_crea_loriaz2300Ouest_2019-09-11_18-27-16_r9_crop0.jpg,"[np.float32(0.26845032), np.float32(0.26434523), np.float32(0.2709217)]","[np.float32(0.27059996), np.float32(0.2743549), np.float32(0.26844168)]","[np.float32(0.26558805), np.float32(0.26576558), np.float32(0.26854527)]","[np.float32(0.27171874), np.float32(0.27623972)]"
goat_crea_blaitiere1700_2018-08-07_14-10-27_r2_crop0.jpg,"[np.float32(0.2199032), np.float32(0.22131708), np.float32(0.21578711)]","[np.float32(0.2205311), np.float32(0.2538706), np.float32(0.25353923)]","[np.float32(0.20372169), np.float32(0.20974259), np.float32(0.20427379)]","[np.float32(0.21603276), np.float32(0.23882455)]"
goat_crea_blaitiere1700_2018-08-07_14-10-53_r10_crop0.jpg,"[np.float32(0.23944557), np.float32(0.23379748), np.float32(0.22583652)]","[np.float32(0.22641683), np.float32(0.2717619), np.float32(0.2663195)]","[np.float32(0.21667078), np.float32(0.21726605), np.float32(0.20987488)]","[np.float32(0.2156115), np.float32(0.2519994)]"
goat_crea_blaitiere1700_2018-08-07_14-11-06_r1_crop2.jpg,"[np.float32(0.2237017), np.float32(0.22205637), np.float32(0.20843357)]","[np.float32(0.21217233), np.float32(0.25107446), np.float32(0.24916565)]","[np.float32(0.19569358), np.float32(0.20091435), np.float32(0.1897339)]","[np.float32(0.20028119), np.float32(0.22553)]"
goat_crea_blaitiere1700_2018-08-07_14-12-19_r1_crop0.jpg,"[np.float32(0.2268168), np.float32(0.22615612), np.float32(0.20734215)]","[np.float32(0.21115771), np.float32(0.25310603), np.float32(0.25163627)]","[np.float32(0.2178359), np.float32(0.22149661), np.float32(0.20265247)]","[np.float32(0.21099441), np.float32(0.24343635)]"
goat_crea_blaitiere1700_2018-08-07_14-12-41_r12_crop0.jpg,"[np.float32(0.29004353), np.float32(0.28056675), np.float32(0.27560127)]","[np.float32(0.27424777), np.float32(0.29697508), np.float32(0.2899656)]","[np.float32(0.27285677), np.float32(0.2699401), np.float32(0.26254302)]","[np.float32(0.268424), np.float32(0.28372586)]"
goat_crea_blaitiere1700_2018-08-07_14-12-45_r13_crop1.jpg,"[np.float32(0.26659423), np.float32(0.26052123), np.float32(0.2568175)]","[np.float32(0.25721595), np.float32(0.27792767), np.float32(0.27453902)]","[np.float32(0.25318322), np.float32(0.25224105), np.float32(0.24255164)]","[np.float32(0.25054646), np.float32(0.2677204)]"
goat_crea_blaitiere1700_2018-08-07_14-13-03_r1_crop2.jpg,"[np.float32(0.23992836), np.float32(0.22779122), np.float32(0.2450765)]","[np.float32(0.23557462), np.float32(0.2731049), np.float32(0.2605219)]","[np.float32(0.21974689), np.float32(0.21258914), np.float32(0.22863562)]","[np.float32(0.22563013), np.float32(0.2561199)]"
goat_crea_blaitiere1700_2018-08-07_14-13-17_r9_crop4.jpg,"[np.float32(0.25572112), np.float32(0.24553043), np.float32(0.24203676)]","[np.float32(0.23966306), np.float32(0.2759316), np.float32(0.26907897)]","[np.float32(0.23157784), np.float32(0.22694202), np.float32(0.22632514)]","[np.float32(0.23031318), np.float32(0.25829372)]"
goat_crea_blaitiere1700_2018-08-07_14-13-58_r15_crop4.jpg,"[np.float32(0.26694027), np.float32(0.2520899), np.float32(0.24815156)]","[np.float32(0.2367734), np.float32(0.2766778), np.float32(0.26338264)]","[np.float32(0.24915479), np.float32(0.24207176), np.float32(0.23925543)]","[np.float32(0.23475952), np.float32(0.26485795)]"
